venue_id,city_id,venue
23d5f01b,264371,Nikos Goumas Stadium
43d65faf,3173331,Festa de L'Unità
7bd642a0,2746301,Koning Willem II Stadion
5bd6c390,2775220,Olympiahalle
3bd62470,3054638,MTK Stadion
1bd7f508,2947416,Ruhrstadion
bd64d82,2834498,Mainwiesen
1bd63110,2643743,Queen Mary College
3bd2bc00,4762894,Hampton Coliseum
53d637b9,4460243,Charlotte Coliseum
5bd63f00,4360287,Capital Centre
63d6265b,4174757,USF Sun Dome
13d38975,4168139,Hollywood Sportatorium
bd6c122,4152872,Ocean Center
3d62ddb,4335045,Kiefer UNO Lakefront Arena
43d63b0b,4671654,Frank Erwin Center
73d62e21,4691930,Tarrant County Convention Center
7bd14eec,4180439,Fox Theatre
33d6c41d,5141502,RPI Fieldhouse
63d676db,5132143,Mid-Hudson Civic Center
4bd6234e,5206379,Civic Arena
23d6d013,4990729,Joe Louis Arena
53d41fcd,4509177,Ohio Center
5bd623d4,4259418,Market Square Arena
33d624bd,4850751,Five Seasons Center
6bd62eee,5018739,Met Center
2bd48446,5074472,Omaha Civic Auditorium
43d623cb,4407066,Kiel Auditorium
3bd62004,5809844,Seattle Center Coliseum
bd6c14a,5811696,Spokane Coliseum
23d6c06f,5913490,Olympic Saddledome
2bd6c06e,5946768,Northlands Coliseum
6bd6da22,6167865,CNE Grandstand
63d62eef,6094817,Ottawa Civic Centre
6bd4e2ba,6076211,Moncton Coliseum
5bd50b3c,5110302,L'Amour
bd2f1ae,2886242,Empire
bd5c116,1857910,Kyoto Kaikan
3bd63c1c,5392171,Spartan Stadium
53d61ff1,5506956,Thomas & Mack Center
43d6c37b,5511077,Lawlor Events Center
63d7b26b,6119109,Agridome
23d624bf,5174035,Toledo Sports Arena
1bd6c154,5195563,Cambria County War Memorial Arena
bd6d5aa,5110629,Buffalo Memorial Auditorium
63d5d61b,4509884,Hara Arena
23d6c07b,4347778,Baltimore Arena
3d6c12f,5180224,Stabler Arena
3bd6c070,5007989,Wendler Arena
bd6c12a,4985153,Kellogg Arena
4bd3b7de,5263045,MECCA Arena
bd62122,5261457,Dane County Coliseum
63d6c23f,4393217,Municipal Auditorium
33d63c11,5318313,Tucson Convention Center
73d62655,5308655,Arizona Veterans Memorial Coliseum
bd63d12,5350937,Selland Arena
3bd66474,5378538,Oakland-Alameda County Coliseum Arena
2bd2947a,5391710,"Orange Pavilion, National Orange Show Events Center"
1bd485b8,5389489,Sacramento Sports Arena
43d62f4b,5746545,Portland Memorial Coliseum
bd629ae,4280910,Kansas Coliseum
63d4368f,5516233,Amarillo Civic Center
1bd6c120,4683416,Memorial Coliseum
13d5f5c5,4553433,Expo Square Pavilion
7bd6c2ec,4543762,Lloyd Noble Center
63d62a97,5525577,Municipal Coliseum
63d63ecb,4684888,Reunion Arena
4bd637ba,4180439,The Omni
23d388eb,4161438,Lakeland Civic Center
6bd6265a,4160021,Jacksonville Memorial Coliseum
43d57fdb,3172394,Palazzetto dello Sport Mario Argento
6bd4566e,2659994,Halle des Fêtes de Beaulieu
4bd74fa6,2875376,Friedrich-Ebert-Halle
63d5422f,6694210,Hemmerleinhalle
53d62741,2996944,Palais des Sports
63d62647,2972315,Palais des Sports
73d63621,2692969,Isstadion
43d42fab,2655603,Birmingham Odeon
1bd419ac,2654994,St George's Hall
63d632df,2644210,Empire Theatre
33d6c8fd,2654675,Colston Hall
7bd47a50,2653822,St David's Hall
5bd6cbb4,2638853,Cornwall Coliseum
2bd79036,3093133,Hala Sportowa
3d6191b,3099434,Hala Olivia
6bd62a06,3088171,Hala Arena
7bd606c8,3080985,Hala Makoszowy
13d6cd39,2778067,Eisstadion Liebenau
63d63adf,3186886,Dom Sportova
bd7e9da,792680,Hala Pionir
1bd5814c,2947416,Diskothek Tarm-Center
3d631cf,5392171,San Jose Civic Auditorium
7bd62a84,4853828,Veterans Memorial Auditorium
73d2c269,5062458,Red River Valley Fairgrounds
53d1b7d9,6332120,Trout-Air Amphitheater
3bd72808,5272775,Outagamie County Fairgrounds
73d4f2c5,4905687,Peoria Civic Center
bd6c142,4896075,Poplar Creek Music Theater
5bd3e3fc,4988575,Castle Farms Music Theater
bd6d9a6,4257227,Mesker Amphitheater
5bd6275c,5178127,Allentown Fairgrounds
33d62839,4951788,Springfield Civic Center
13d6c155,5118693,Glens Falls Civic Center
1bd7a118,5109177,Broome County Veterans Memorial Arena
3bd3148c,2174003,Brisbane Festival Hall
43d31367,2155472,Newcastle Civic Theatre
4bd2df9e,7839770,Shellharbour Workers Club
63d63e8b,2078025,Thebarton Theatre
13d67549,2172517,Canberra Theatre
33d720d9,5856195,Neal S. Blaisdell Arena
3bd64070,4544349,Myriad Convention Center
1bd3e5a0,4739526,Waco Convention Center
3d6c1eb,4418478,Mississippi Coast Coliseum
3d6c127,4672989,Beaumont Civic Center
33d778e1,4068590,Von Braun Civic Center
3d629af,4049979,Boutwell Auditorium
63d6425f,4612862,UTC Arena
73d626d5,4171563,Bayfront Center
13d625e1,4155995,Lee Civic Centre
23d6c0ab,4580543,Greenville Memorial Auditorium
43d62343,4634946,Knoxville Civic Coliseum
bd6c9ee,4644585,Nashville Municipal Auditorium
4bd6672a,4641239,Mid-South Coliseum
33d6c071,4633419,Freedom Hall Civic Center
bd6c14e,4575352,Carolina Coliseum
23d624c7,5128581,Radio City Music Hall
13d63989,4835797,Hartford Civic Center
3d6c11f,4509177,Ohio Expo Center Coliseum
13d6c5b9,5913490,The Stampede Corral
1bd6c164,5964700,Sudbury Community Arena
23d188f3,2996944,Espace Tony Garnier
bd5e5ce,3173435,Teatro Tenda Lampugnano
6bd6264a,3181928,Teatro Tenda
4bd49b92,2842884,Walter-Köbel-Halle
1bd6197c,2618425,Brøndby Hallen
1bd4b1ec,2988507,Espace Balard
1bd72110,2925177,Stadthalle
2bd62c9a,2990999,Parc des Expositions
73d6d289,2929863,Rhein-Neckar-Halle
63d6d28b,2886242,Sporthalle
73d6d661,2637487,Gaumont Theatre
73d632fd,2654675,Bristol Hippodrome
4bd6cbae,2646057,Gaumont Theatre
7bd62614,2648579,Apollo Theatre
3d7c557,3031582,Palais des Sports
73d7fe41,3117735,Estadio Roman Valero
4bd54f02,6458924,Pavilhão Infante de Sagres
73d44a2d,6432577,Arènes de Palavas
7bd4ce30,3182834,Ex Caserma G. B. Revelli
4bd763da,3170147,Parco Galvani
73d61645,3054638,Budapest Sportcsarnok
43d4afd3,2760610,Sportzentrum
bd761da,3088171,klub Adria
63d62e83,2659994,Palais de Beaulieu
1bd64d28,2820256,Donauhalle
5bd0fb90,3129028,Pavelló del Joventut de Badalona 
23d2a0fb,2996944,Palais d'Hiver
43d44bbb,3003952,Parc des Expositions
bd66986,2752923,Rodahal
4bd637fe,2891122,Ostseehalle
4bd793b2,2911298,Messehalle 8
3d6c113,2910831,Niedersachsenhalle
33d5f825,4273837,Memorial Hall
3bd6c450,5072006,Pershing Center
3d3a9f3,4776222,Scope Arena
3d6c9cb,4347778,Baltimore Civic Center
53d667f5,4509177,Ohio Theatre
1bd48d00,4998830,Lansing Civic Center
13d6c129,6942688,Centre Georges-Vézina
53d73ffd,6173577,Kingswood Music Theatre
13d6c901,4951579,Cape Cod Coliseum
3d6c9eb,5140405,Onondaga War Memorial Auditorium
2bd63cde,5188843,Erie Civic Center
3bd638c4,4990729,Cobo Arena
1bd6c140,4920423,Allen County War Memorial Coliseum
4bd63fee,4299276,Louisville Gardens
63d6d6ef,4119403,Barton Coliseum
63d6c28f,4641239,North Hall Auditorium
1bd3e9f0,4341513,Hirsch Memorial Coliseum
5bd63f54,4699066,Sam Houston Coliseum
13d6c9f1,4684888,Dallas Convention Center
4bd3ef86,5525577,Lubbock Memorial Civic Center
4bd6c3aa,5389489,Sacramento Memorial Auditorium
3bd7185c,6173331,PNE Exhibition Bowl
1bd2c110,5586437,BSU Pavilion
6bd2c6ca,5820705,Casper Events Center
13d62d49,2759794,Jaap Edenhal
73d6da19,2618425,Falconer Salen
3d6293f,2640729,New Theatre
6bd75e3a,1855431,Niigata Kenmin Kaikan
5bd2b340,2128291,Sapporo Shimin Kaikan
4bd20b0a,1857910,"Kyoto Kaikan, Daini Hall"
5bd6d3b4,2147714,Capitol Theatre
43d603eb,2172517,Bruce Indoor Stadium
33d634c5,2158177,Palais Theatre
3d7b9a7,4368711,Wicomico Youth and Civic Center
13d6c931,5192726,City Island
3bd62844,4809537,Huntington Civic Center
3d6c99f,4887398,International Amphitheater
4bd66be6,4907959,MetroCentre
2bd624d6,4407066,Checkerdome
bd761fe,5511077,Mackay Stadium
13d60d99,2653143,Golddiggers
7bd62a90,5527554,Ector County Coliseum
23d624f7,4887398,Navy Pier
7bd6c288,4259418,Indiana Convention Center
6bd3c6a6,4250542,Prairie Capital Convention Center
4bd2c3ce,5059163,Bison Sports Arena
13d6c161,5913490,Max Bell Centre
6bd2e2da,5946768,Kinsmen Field House
5bd3df20,6174041,Victoria Memorial Arena
7bd6c224,5378538,Oakland-Alameda County Coliseum
7bd6262c,5323810,Anaheim Stadium
7bd292f0,5809844,Hec Edmundson Pavilion
43d6c757,4889426,Danville Civic Center
4bd6277a,5129951,Rich Stadium
3d73197,5118626,Northstage Theater
13d6c9cd,5128581,The Palladium
2bd7c00e,5992500,Kingston Memorial Centre
2bd26c1a,4553433,Tulsa Assembly Center
4bd6c3e6,4431410,Mississippi Coliseum
63d3866f,4174715,Tallahassee-Leon City Civic Center
7bd7fe98,4188985,Columbus Municipal Auditorium
1bd1cd54,4180439,The Agora Ballroom
3d2f1d7,4853828,Iowa State Fairgrounds
33d6c0c1,4853423,Palmer Auditorium
6bd67e26,4923482,Holiday Star Music Theater
73d626a9,4299276,Memorial Auditorium
6bd62e8e,4992982,IMA Sports Arena
73d64a09,2831948,Messehalle
2bd04ce2,2929863,Eissporthalle
13d6055d,2867714,Circus Krone
2bd0b076,2805615,Kürnachtalhalle
bd64126,2947416,Ruhrlandhalle
4bd62b3a,3019257,Agora - Centre Commercial Evry 2
5bd78f70,2991214,Palais des Fêtes
4bd617c2,2973783,Hall Tivoli
53d6178d,3014728,Alpexpo
33d644f9,3021372,Palais des Sports
4bd73f7e,2986495,Les Arenes
1bd44984,3030300,Parc de Penfeld
5bd76b68,6456407,La Rotonde
13d7e171,3033391,Patinoire
23d644fb,3024223,Hall Comminges
43d617c7,2992166,Palais des Sports
73d712bd,6452026,Pavillon Baltard
3d701eb,2998324,Palais des Sports Saint-Sauveur
23d78c6f,2984114,Maison des Sports
53d36395,2655009,Bracknell Sports Centre
63d4ba1b,2646458,Huddersfield Polytechnic
4bd6c396,2650657,Queensway Hall
bd6d1c2,2643743,Ruskin Arms
5bd62f80,2643743,Rainbow Theatre
6bd03a86,3173435,Teatro Tenda San Siro
13d05dd1,3171728,Palasport San Lazzaro
2bd6c8fa,3176959,Teatro Tenda
3bd79094,3169070,Teatro Tenda
53d4b32d,3181928,Palazzo dello Sport
3bd5b05c,2618425,Odd Fellow Palæet
6bd392b2,2693678,Olympen
3d67d87,2673730,Göta Lejon
3bd6602c,792680,Hipodrom
3d42977,2989459,Théâtre Antique d'Orange
1bd621b0,2938913,Stadion am Böllenfalltor
bd7e98e,2759549,Sportpark de Berckt
6bd62e22,5391710,Swing Auditorium
5bd63b70,4561879,Tower Theatre
2bd63872,5106834,Palace Theatre
23d6c0a7,5140405,Landmark Theatre
23d63403,5134086,Auditorium Theatre
23d1d053,5110629,Shea's Buffalo Theater
bd7a14e,4588718,Myrtle Beach Convention Center
13d331c9,5206379,Stanley Theatre
23d624a3,5095281,Convention Hall
6bd712be,5150529,Agora
73d3ca81,4900739,Pointe East
1bd3b970,5263045,Henry W. Maier Festival Park
33d600f5,6077243,Le Club
13d26d0d,6167865,The Concert Hall
2bd3e83e,4738606,Moody Coliseum
4bd3ef96,4705349,Laredo Civic Center
63d77237,4709796,La Villa Real Special Events Center
2bd2207a,1856057,Aichi Kousei Nenkin Kaikan
53d63735,2911298,Markthalle
73d63ec9,2750053,De Vereeniging
1bd63d60,2751773,Stadsgehoorzaal
bd2cda2,2801472,De Roma
5bd78f74,6454159,Rothonde
3d33ddb,3031582,Salle des Fêtes du Grand Parc
4bd78f76,2842647,HM Festival
43d78f77,3020894,Salle de la Bulle
6bd6c692,2831948,Ausstellungshalle
5bd617dc,2892794,Gartenhalle
2bd60ce6,2867714,Schwabinger Bräu
13d7c939,2810716,Main-Tauber-Halle
6bd62ada,2929567,Stadthalle
5bd63bb8,3173435,Rolling Stone
33d65431,3175986,Palasport
13d0599d,3181554,Palasport Eib
2bd77036,3169522,Palazzetto dello Sport
23d78c63,2972328,Patinoire Vert Côteau
3bd78c6c,2993760,Salle des Fêtes
63d6c2c7,2988507,Le Bataclan
53d5bb59,3014080,Salle Paul Lamm
43d617df,2650225,Odeon Theatre
63d28afb,2642607,Middlesbrough Town Hall
33d478b5,2655095,ABC Cinema
73d61ab1,2636177,Taunton Odeon
23d3686b,2647793,Guildford Civic Hall
53d357f5,2644972,University of Lancaster
63d45237,2641181,"The LCR, UEA"
53d61749,2944388,Bremen TV Studio
73d29e79,2643743,"The Old Grey Whistle Test, BBC Television Theatre"
6bd6366a,2643743,Marquee Club
5bd75314,2639563,Coatham Bowl
5bd5ebac,2644689,University of Leeds
6bd6d666,2635042,Brunel University Student's Hall
5bd587ac,6556329,ZDF Television Studios München
5bd67758,2673730,Eriksdalshallen
4bd6c722,2892794,Schwarzwaldhalle
5bd7f338,2911298,Ernst-Merck-Halle
53d6475d,2988507,Hippodrome de Pantin
3d7a5e7,2998324,Parc des Expositions
4bd70f52,6451576,Parc des Expositions
23d63827,2892518,Eissporthalle
4bd6c726,2925533,Rebstockgelände
7bd646e0,3173435,Velodromo Vigorelli
13d3d11d,3171180,Stadio Comunale Santa Giuliana
6bd3f29a,3169070,Parco della Mole Adriana
43d7e7e3,2634276,West Runton Pavilion
33d4d8ed,2636811,Crown And Anchor
2bd638a6,6296555,Kuusisaaren Paviljonki
2bd2c82e,2639996,Mecca Locarno
13d63d59,2654710,Top Rank
3d61d4b,2656173,Bath Pavilion
63d352a7,2641181,St Andrew's Hall
23d60c47,2636432,Brangwyn Hall
7bd59a30,2653305,Central Theatre
3bd7e4bc,2634910,Unity Hall
1bd62140,2650752,Caird Hall
4bd7e7e2,2636532,Mecca Centre
7bd22e54,2638077,Top Rank Suite
73d67e7d,2653822,Top Rank
2bd60c12,2648063,Malvern Winter Gardens
3d63d5b,2654675,Locarno
73d66211,2636388,Brunel Rooms
13d36505,2633691,Civic Hall Bar
1bd6c984,2655525,King George's Hall
5bd7e7e8,2633744,Grand Pavilion
3d60da7,2653775,Market Hall
3d6353f,2657832,Music Hall
3d21113,2650732,Kinema Ballroom
3bd6c8c8,2641673,Mayfair Ballroom
3d27dc7,2644487,Lincoln Drill Hall
1bd2154c,2647878,Grimsby Central Hall
3d65953,2640194,Fiesta Club
43d77beb,2643743,Bandwagon
3bd2cc30,2794056,Hallen
43d62fdb,2636841,Trentham Gardens
1bd53938,2639789,Deeside Leisure Centre
73d47a3d,2644689,Leeds Polytechnic
3bd63454,2653822,Cardiff University
4bd5fbee,2655603,Top Rank Suite
bd41112,2650346,The Porterhouse
6bd5ce4a,2639996,Portsmouth Polytechnic – UHH
53d6c395,2644668,University of Leicester
5bd733e8,2641022,Queen Elizabeth Hall
53d6033d,2643097,Civic Theatre
1bd4f940,2643743,Lyceum Ballroom
73d71605,2643123,UMIST
33d7e4bd,2654675,Romeo & Juliet's
6bd64eea,2650225,Tiffany's
63d60eff,2649469,St. Andrews University
23d55c2f,2648579,University of Strathclyde
3bd210b4,2657832,University of Aberdeen
3d63137,2643743,Music Machine
73d66609,2655603,Bingley Hall
7bd5323c,2649808,University of Exeter
2bd66c0a,2654675,Granary Club
3d60db7,2643743,North East London Polytechnic
73d49a9d,2643743,Golden Eagle
43d4d72f,2642607,Rock Garden
63d4b2bb,2634740,Lion Hotel
6bd49aa6,2655613,The Gallery Night Club
1bd275fc,2643743,The Nashville Room
63d49a9f,2644210,Metro
2bd65892,2654200,76 Club
6bd6d282,2643743,BBC Radio 1 Studios
7bd49a98,2655603,Marshall Rooms
3d2759f,2636616,The Marshall Rooms
7bd49aa4,2639989,9 Volts Club
33d7a4cd,2644210,
5bd5237c,2655459,Norbreck Castle Hotel
73d49a99,2657832,Ruffles
13d70179,3345283,Royal Naval Hall
bd65946,2641700,Memorial Hall
33d6c461,2641170,Nottingham Boat Club
23d20c23,2643743,The Swan
6bd7f21e,2633691,Club Lafayette
63d49a9b,2656195,Double Six
7bd7ba20,2643743,Fulham Greyhound
7bd37a64,2636432,Circles
7bd6c210,2643743,Rock Garden
43d7e7e7,2643743,Global Village
63d49aa7,2653516,Saxon Tavern
7bd49aa0,2641181,Boogie House
73d49aa1,2635124,USAF Base
5bd36794,2656725,Axminster Guildhall
6bd63676,2647793,University of Surrey
2bd22886,2653942,Cambridgeshire College of Arts and Technology
bd60daa,2654710,Brighton Polytechnic
7bd73258,2643743,Bridge House
63d49aa3,2643743,The Brecknock
4bd123fe,2643743,Cart & Horses
bd7c1e6,2643743,Green Man Roundabout
1bd7912c,2633583,The Tramshed
33d6c835,2643743,The Half Moon
2bd4a09a,2643743,The Harrow
13d49da5,2643743,Plough and Harrow
6bd5be2a,2643743,Teviot Street
73d4b2b9,2649889,
63d5be2b,2643743,Wapping Park
bd6595e,2654675,Stars and Stripes
33d44ce9,2643743,"Assembly Rooms, Walthamstow"
13d6d1f1,2643743,Queen Elizabeth Hall
3bd5682c,2643743,Waltham Forest Technical College
5bd2e744,2651621,The Merry Fiddlers
3bd368b4,2643743,
3d5351b,2643743,Windsor Castle
3bd468d0,2643743,St Nicholas Hall
